task_id,workflow_type,department,step_name,step_number,total_steps,employee_id,priority,start_time,end_time,step_duration_hours,expected_duration_hours,delay_flag,inefficiency_score
TASK0252,Performance Review,Procurement,HR Processing,4,5,EMP012,Medium,2024-12-29 08:56:10,2024-12-29 13:00:45,4.0762,3.0,1,0.3587
TASK0252,Performance Review,Procurement,Finalization,5,5,EMP047,Medium,2024-12-29 14:04:48,2024-12-29 17:06:01,3.0204,2.0,1,0.5102
TASK0253,IT Support Ticket,IT,Ticket Raised,1,5,EMP026,Low,2024-12-25 10:00:00,2024-12-25 10:25:47,0.4299,0.5,0,-0.1402
TASK0253,IT Support Ticket,IT,Triage,2,5,EMP050,Low,2024-12-25 12:12:21,2024-12-25 13:28:49,1.2744,1.0,1,0.2744
TASK0253,IT Support Ticket,IT,Assignment,3,5,EMP003,Low,2024-12-25 15:25:41,2024-12-25 16:28:16,1.043,1.0,0,0.043
TASK0253,IT Support Ticket,IT,Resolution,4,5,EMP021,Low,2024-12-25 17:14:39,2024-12-25 21:17:47,4.0523,4.0,0,0.0131
TASK0253,IT Support Ticket,IT,Closure,5,5,EMP040,Low,2024-12-25 23:10:41,2024-12-25 23:51:05,0.6734,0.5,1,0.3468
TASK0254,Policy Update,Finance,Draft Policy,1,5,EMP048,Critical,2024-03-13 09:00:00,2024-03-14 02:10:54,17.1817,8.0,1,1.1477
TASK0254,Policy Update,Finance,Stakeholder Review,2,5,EMP023,Critical,2024-03-14 02:47:54,2024-03-15 02:39:39,23.8627,12.0,1,0.9886
TASK0254,Policy Update,Finance,Legal Check,3,5,EMP011,Critical,2024-03-15 04:38:04,2024-03-15 13:51:11,9.2185,8.0,0,0.1523
TASK0254,Policy Update,Finance,Management Approval,4,5,EMP006,Critical,2024-03-15 15:18:26,2024-03-15 20:41:50,5.3899,4.0,1,0.3475
TASK0254,Policy Update,Finance,Publication,5,5,EMP043,Critical,2024-03-15 22:25:47,2024-03-16 02:25:19,3.9922,2.0,1,0.9961
TASK0255,Compliance Audit,Management,Audit Initiation,1,5,EMP016,Low,2024-05-15 08:00:00,2024-05-15 11:58:09,3.9693,2.0,1,0.9847
TASK0255,Compliance Audit,Management,Document Gathering,2,5,EMP023,Low,2024-05-15 13:30:32,2024-05-16 08:22:52,18.8722,8.0,1,1.359
TASK0255,Compliance Audit,Management,Review,3,5,EMP007,Low,2024-05-16 09:15:58,2024-05-17 18:10:01,32.9007,12.0,1,1.7417
TASK0255,Compliance Audit,Management,Finding Report,4,5,EMP004,Low,2024-05-17 19:44:51,2024-05-18 07:41:50,11.9498,6.0,1,0.9916
TASK0255,Compliance Audit,Management,Sign-off,5,5,EMP047,Low,2024-05-18 08:46:34,2024-05-18 16:20:33,7.5662,3.0,1,1.5221
TASK0256,IT Support Ticket,Compliance,Ticket Raised,1,5,EMP035,Critical,2024-07-12 09:00:00,2024-07-12 09:27:42,0.4619,0.5,0,-0.0762
TASK0256,IT Support Ticket,Compliance,Triage,2,5,EMP031,Critical,2024-07-12 10:31:29,2024-07-12 11:38:00,1.1085,1.0,0,0.1085
TASK0256,IT Support Ticket,Compliance,Assignment,3,5,EMP037,Critical,2024-07-12 13:18:59,2024-07-12 14:39:25,1.3406,1.0,1,0.3406
TASK0256,IT Support Ticket,Compliance,Resolution,4,5,EMP044,Critical,2024-07-12 16:08:00,2024-07-12 19:34:04,3.4343,4.0,0,-0.1414
TASK0256,IT Support Ticket,Compliance,Closure,5,5,EMP029,Critical,2024-07-12 20:24:22,2024-07-12 21:05:29,0.6855,0.5,1,0.371
TASK0257,Employee Onboarding,Operations,Document Collection,1,5,EMP007,Low,2024-06-12 09:00:00,2024-06-12 12:06:27,3.1077,2.0,1,0.5539
TASK0257,Employee Onboarding,Operations,HR Review,2,5,EMP011,Low,2024-06-12 12:43:08,2024-06-12 19:38:54,6.9295,4.0,1,0.7324
TASK0257,Employee Onboarding,Operations,IT Setup,3,5,EMP011,Low,2024-06-12 21:28:49,2024-06-13 02:22:12,4.8896,3.0,1,0.6299
TASK0257,Employee Onboarding,Operations,Manager Approval,4,5,EMP036,Low,2024-06-13 03:58:04,2024-06-13 07:56:21,3.9712,2.0,1,0.9856
TASK0257,Employee Onboarding,Operations,Orientation,5,5,EMP006,Low,2024-06-13 09:51:07,2024-06-13 16:14:53,6.3963,4.0,1,0.5991
TASK0258,Policy Update,Management,Draft Policy,1,5,EMP011,Low,2024-08-08 10:00:00,2024-08-09 04:03:46,18.063,8.0,1,1.2579
TASK0258,Policy Update,Management,Stakeholder Review,2,5,EMP028,Low,2024-08-09 05:28:26,2024-08-10 11:50:20,30.365,12.0,1,1.5304
TASK0258,Policy Update,Management,Legal Check,3,5,EMP007,Low,2024-08-10 12:34:28,2024-08-11 10:28:54,21.9071,8.0,1,1.7384
TASK0258,Policy Update,Management,Management Approval,4,5,EMP013,Low,2024-08-11 11:28:42,2024-08-11 21:27:17,9.9765,4.0,1,1.4941
TASK0258,Policy Update,Management,Publication,5,5,EMP036,Low,2024-08-11 22:34:07,2024-08-12 03:32:56,4.9801,2.0,1,1.4901
TASK0259,System Access Request,Operations,Request Submission,1,5,EMP007,High,2024-06-01 08:00:00,2024-06-01 08:26:18,0.4384,0.5,0,-0.1232
TASK0259,System Access Request,Operations,IT Review,2,5,EMP037,High,2024-06-01 09:00:46,2024-06-01 11:40:01,2.6543,3.0,0,-0.1152
TASK0259,System Access Request,Operations,Security Check,3,5,EMP032,High,2024-06-01 12:59:29,2024-06-01 15:55:37,2.9355,4.0,0,-0.2661
TASK0259,System Access Request,Operations,Manager Approval,4,5,EMP024,High,2024-06-01 16:39:27,2024-06-01 19:24:40,2.7538,2.0,1,0.3769
TASK0259,System Access Request,Operations,Access Grant,5,5,EMP006,High,2024-06-01 19:55:01,2024-06-01 20:40:59,0.7663,1.0,0,-0.2337
TASK0260,Performance Review,Management,Self Assessment,1,5,EMP014,Medium,2024-02-19 08:00:00,2024-02-19 12:54:36,4.9101,3.0,1,0.6367
TASK0260,Performance Review,Management,Peer Review,2,5,EMP019,Medium,2024-02-19 13:39:58,2024-02-19 20:10:27,6.508,4.0,1,0.627
TASK0260,Performance Review,Management,Manager Evaluation,3,5,EMP031,Medium,2024-02-19 22:08:23,2024-02-20 07:06:00,8.9603,4.0,1,1.2401
TASK0260,Performance Review,Management,HR Processing,4,5,EMP020,Medium,2024-02-20 08:51:57,2024-02-20 14:13:46,5.3638,3.0,1,0.7879
TASK0260,Performance Review,Management,Finalization,5,5,EMP031,Medium,2024-02-20 15:54:25,2024-02-20 20:39:18,4.7483,2.0,1,1.3741
TASK0261,Performance Review,Operations,Self Assessment,1,5,EMP025,Low,2024-11-24 10:00:00,2024-11-24 14:02:58,4.0496,3.0,1,0.3499
TASK0261,Performance Review,Operations,Peer Review,2,5,EMP025,Low,2024-11-24 14:49:36,2024-11-24 21:24:54,6.5882,4.0,1,0.647
TASK0261,Performance Review,Operations,Manager Evaluation,3,5,EMP029,Low,2024-11-24 22:28:09,2024-11-25 03:40:00,5.1975,4.0,1,0.2994
TASK0261,Performance Review,Operations,HR Processing,4,5,EMP029,Low,2024-11-25 04:14:01,2024-11-25 10:55:17,6.6879,3.0,1,1.2293
TASK0261,Performance Review,Operations,Finalization,5,5,EMP015,Low,2024-11-25 12:07:08,2024-11-25 14:29:52,2.3789,2.0,0,0.1895
TASK0262,Policy Update,HR,Draft Policy,1,5,EMP007,Medium,2024-12-22 10:00:00,2024-12-22 19:20:43,9.3453,8.0,0,0.1682
TASK0262,Policy Update,HR,Stakeholder Review,2,5,EMP023,Medium,2024-12-22 19:58:25,2024-12-23 10:50:49,14.8732,12.0,0,0.2394
TASK0262,Policy Update,HR,Legal Check,3,5,EMP027,Medium,2024-12-23 12:33:33,2024-12-23 22:05:15,9.5283,8.0,0,0.191
TASK0262,Policy Update,HR,Management Approval,4,5,EMP038,Medium,2024-12-24 00:02:37,2024-12-24 04:16:50,4.2369,4.0,0,0.0592
TASK0262,Policy Update,HR,Publication,5,5,EMP004,Medium,2024-12-24 05:07:18,2024-12-24 07:15:53,2.1429,2.0,0,0.0714
TASK0263,Vendor Registration,Compliance,Application,1,5,EMP031,Critical,2024-10-20 08:00:00,2024-10-20 10:32:31,2.5421,2.0,1,0.271
TASK0263,Vendor Registration,Compliance,Document Verification,2,5,EMP026,Critical,2024-10-20 11:29:25,2024-10-20 16:22:55,4.8918,4.0,0,0.223
TASK0263,Vendor Registration,Compliance,Finance Check,3,5,EMP046,Critical,2024-10-20 18:14:10,2024-10-21 03:15:13,9.0174,6.0,1,0.5029
TASK0263,Vendor Registration,Compliance,Legal Clearance,4,5,EMP037,Critical,2024-10-21 03:48:20,2024-10-21 21:58:34,18.1705,10.0,1,0.8171
TASK0263,Vendor Registration,Compliance,Activation,5,5,EMP037,Critical,2024-10-21 23:49:37,2024-10-22 02:03:57,2.239,2.0,0,0.1195
TASK0264,Policy Update,IT,Draft Policy,1,5,EMP011,Low,2024-08-17 08:00:00,2024-08-17 15:33:02,7.5508,8.0,0,-0.0561
TASK0264,Policy Update,IT,Stakeholder Review,2,5,EMP013,Low,2024-08-17 17:30:32,2024-08-18 08:50:01,15.3246,12.0,1,0.277
TASK0264,Policy Update,IT,Legal Check,3,5,EMP028,Low,2024-08-18 09:31:22,2024-08-19 01:17:19,15.7658,8.0,1,0.9707
TASK0264,Policy Update,IT,Management Approval,4,5,EMP044,Low,2024-08-19 01:54:22,2024-08-19 06:16:13,4.3642,4.0,0,0.091
TASK0264,Policy Update,IT,Publication,5,5,EMP041,Low,2024-08-19 07:25:24,2024-08-19 10:52:33,3.4523,2.0,1,0.7262
TASK0265,Policy Update,Operations,Draft Policy,1,5,EMP025,High,2024-02-04 08:00:00,2024-02-04 18:53:52,10.898,8.0,1,0.3623
TASK0265,Policy Update,Operations,Stakeholder Review,2,5,EMP036,High,2024-02-04 20:13:57,2024-02-05 07:07:02,10.8848,12.0,0,-0.0929
TASK0265,Policy Update,Operations,Legal Check,3,5,EMP018,High,2024-02-05 08:06:23,2024-02-05 17:11:42,9.0886,8.0,0,0.1361
TASK0265,Policy Update,Operations,Management Approval,4,5,EMP001,High,2024-02-05 18:28:28,2024-02-05 23:53:00,5.4088,4.0,1,0.3522
TASK0265,Policy Update,Operations,Publication,5,5,EMP040,High,2024-02-06 01:33:47,2024-02-06 03:26:54,1.8853,2.0,0,-0.0573
TASK0266,Leave Request,Finance,Request Submission,1,3,EMP037,Critical,2024-03-17 08:00:00,2024-03-17 08:48:20,0.8058,0.5,1,0.6116
TASK0266,Leave Request,Finance,Manager Approval,2,3,EMP049,Critical,2024-03-17 10:11:15,2024-03-17 13:09:24,2.9691,2.0,1,0.4846
TASK0266,Leave Request,Finance,HR Confirmation,3,3,EMP007,Critical,2024-03-17 15:06:14,2024-03-17 16:26:35,1.339,1.0,1,0.339
TASK0267,Policy Update,Finance,Draft Policy,1,5,EMP027,High,2024-10-01 09:00:00,2024-10-01 23:12:02,14.2008,8.0,1,0.7751
TASK0267,Policy Update,Finance,Stakeholder Review,2,5,EMP042,High,2024-10-02 00:05:49,2024-10-02 18:35:04,18.4876,12.0,1,0.5406
TASK0267,Policy Update,Finance,Legal Check,3,5,EMP039,High,2024-10-02 19:48:46,2024-10-03 12:14:39,16.4312,8.0,1,1.0539
TASK0267,Policy Update,Finance,Management Approval,4,5,EMP012,High,2024-10-03 13:27:13,2024-10-03 20:21:25,6.9034,4.0,1,0.7259
TASK0267,Policy Update,Finance,Publication,5,5,EMP010,High,2024-10-03 21:16:12,2024-10-04 01:32:27,4.2708,2.0,1,1.1354
TASK0268,Performance Review,Compliance,Self Assessment,1,5,EMP045,Low,2024-07-21 09:00:00,2024-07-21 13:50:07,4.8355,3.0,1,0.6118
TASK0268,Performance Review,Compliance,Peer Review,2,5,EMP048,Low,2024-07-21 14:41:30,2024-07-22 00:40:16,9.9794,4.0,1,1.4949
TASK0268,Performance Review,Compliance,Manager Evaluation,3,5,EMP018,Low,2024-07-22 01:53:02,2024-07-22 12:48:16,10.9204,4.0,1,1.7301
TASK0268,Performance Review,Compliance,HR Processing,4,5,EMP002,Low,2024-07-22 14:39:00,2024-07-22 18:52:15,4.2208,3.0,1,0.4069
TASK0268,Performance Review,Compliance,Finalization,5,5,EMP020,Low,2024-07-22 19:52:39,2024-07-23 00:54:27,5.0301,2.0,1,1.5151
TASK0269,Budget Approval,Finance,Budget Draft,1,4,EMP048,Medium,2024-03-09 09:00:00,2024-03-10 02:56:08,17.9357,6.0,1,1.9893
TASK0269,Budget Approval,Finance,Finance Review,2,4,EMP021,Medium,2024-03-10 04:06:01,2024-03-10 18:39:19,14.555,8.0,1,0.8194
TASK0269,Budget Approval,Finance,CFO Approval,3,4,EMP027,Medium,2024-03-10 19:33:34,2024-03-11 21:10:55,25.6227,8.0,1,2.2028
TASK0269,Budget Approval,Finance,Notification,4,4,EMP006,Medium,2024-03-11 22:35:22,2024-03-12 01:11:26,2.6011,1.0,1,1.6011
TASK0270,Contract Review,Compliance,Draft Submission,1,5,EMP004,Critical,2024-09-21 09:00:00,2024-09-21 12:14:49,3.247,3.0,0,0.0823
TASK0270,Contract Review,Compliance,Legal Review,2,5,EMP011,Critical,2024-09-21 13:31:11,2024-09-22 09:27:18,19.9351,16.0,0,0.2459
TASK0270,Contract Review,Compliance,Compliance Check,3,5,EMP046,Critical,2024-09-22 10:03:12,2024-09-22 21:15:32,11.2056,8.0,1,0.4007
TASK0270,Contract Review,Compliance,Management Approval,4,5,EMP009,Critical,2024-09-22 22:31:09,2024-09-23 03:38:09,5.1166,4.0,1,0.2792
TASK0270,Contract Review,Compliance,Signing,5,5,EMP034,Critical,2024-09-23 05:18:23,2024-09-23 08:05:53,2.7915,2.0,1,0.3958
TASK0271,Employee Onboarding,IT,Document Collection,1,5,EMP016,Medium,2024-04-12 08:00:00,2024-04-12 09:37:54,1.6317,2.0,0,-0.1841
TASK0271,Employee Onboarding,IT,HR Review,2,5,EMP004,Medium,2024-04-12 10:10:52,2024-04-12 14:19:00,4.1355,4.0,0,0.0339
TASK0271,Employee Onboarding,IT,IT Setup,3,5,EMP046,Medium,2024-04-12 16:11:37,2024-04-12 18:20:44,2.1518,3.0,0,-0.2827
TASK0271,Employee Onboarding,IT,Manager Approval,4,5,EMP024,Medium,2024-04-12 19:08:39,2024-04-12 21:05:59,1.9555,2.0,0,-0.0222
TASK0271,Employee Onboarding,IT,Orientation,5,5,EMP033,Medium,2024-04-12 22:50:06,2024-04-13 02:06:43,3.2769,4.0,0,-0.1808
TASK0272,Invoice Approval,HR,Invoice Submission,1,4,EMP039,Medium,2024-07-09 09:00:00,2024-07-09 09:56:17,0.9382,1.0,0,-0.0618
TASK0272,Invoice Approval,HR,Finance Review,2,4,EMP031,Medium,2024-07-09 11:06:26,2024-07-09 22:04:58,10.9755,8.0,1,0.3719
TASK0272,Invoice Approval,HR,Manager Sign-off,3,4,EMP023,Medium,2024-07-09 23:27:47,2024-07-10 03:29:00,4.0203,3.0,1,0.3401
TASK0272,Invoice Approval,HR,Payment Processing,4,4,EMP017,Medium,2024-07-10 04:29:59,2024-07-10 11:54:13,7.4041,6.0,0,0.234
TASK0273,System Access Request,Finance,Request Submission,1,5,EMP004,High,2024-01-15 09:00:00,2024-01-15 09:47:49,0.7972,0.5,1,0.5943
TASK0273,System Access Request,Finance,IT Review,2,5,EMP037,High,2024-01-15 10:32:29,2024-01-15 16:16:27,5.7327,3.0,1,0.9109
TASK0273,System Access Request,Finance,Security Check,3,5,EMP014,High,2024-01-15 17:56:38,2024-01-16 04:05:01,10.1398,4.0,1,1.5349
TASK0273,System Access Request,Finance,Manager Approval,4,5,EMP042,High,2024-01-16 05:52:09,2024-01-16 10:03:54,4.1956,2.0,1,1.0978
TASK0273,System Access Request,Finance,Access Grant,5,5,EMP014,High,2024-01-16 10:54:09,2024-01-16 13:53:20,2.9863,1.0,1,1.9863
TASK0274,Leave Request,HR,Request Submission,1,3,EMP042,Low,2024-08-30 08:00:00,2024-08-30 08:46:16,0.7712,0.5,1,0.5425
TASK0274,Leave Request,HR,Manager Approval,2,3,EMP001,Low,2024-08-30 09:31:51,2024-08-30 12:30:03,2.9699,2.0,1,0.4849
TASK0274,Leave Request,HR,HR Confirmation,3,3,EMP039,Low,2024-08-30 13:20:11,2024-08-30 14:40:41,1.3416,1.0,1,0.3416
TASK0275,Purchase Order,Operations,PO Creation,1,5,EMP030,Critical,2024-07-11 09:00:00,2024-07-11 10:43:29,1.7249,2.0,0,-0.1376
TASK0275,Purchase Order,Operations,Budget Check,2,5,EMP030,Critical,2024-07-11 11:36:10,2024-07-11 14:02:45,2.4432,3.0,0,-0.1856
TASK0275,Purchase Order,Operations,Procurement Review,3,5,EMP034,Critical,2024-07-11 14:59:57,2024-07-11 20:45:10,5.7538,6.0,0,-0.041
TASK0275,Purchase Order,Operations,Vendor Confirmation,4,5,EMP026,Critical,2024-07-11 22:29:22,2024-07-12 02:29:32,4.0029,4.0,0,0.0007
TASK0275,Purchase Order,Operations,Delivery,5,5,EMP001,Critical,2024-07-12 03:52:08,2024-07-12 20:51:36,16.9909,24.0,0,-0.292
TASK0276,Performance Review,Procurement,Self Assessment,1,5,EMP007,High,2024-06-01 10:00:00,2024-06-01 12:59:37,2.9937,3.0,0,-0.0021
TASK0276,Performance Review,Procurement,Peer Review,2,5,EMP022,High,2024-06-01 14:12:58,2024-06-01 17:39:30,3.4422,4.0,0,-0.1394
TASK0276,Performance Review,Procurement,Manager Evaluation,3,5,EMP041,High,2024-06-01 19:38:27,2024-06-02 01:38:01,5.9927,4.0,1,0.4982
TASK0276,Performance Review,Procurement,HR Processing,4,5,EMP018,High,2024-06-02 02:37:17,2024-06-02 05:48:04,3.1797,3.0,0,0.0599
TASK0276,Performance Review,Procurement,Finalization,5,5,EMP046,High,2024-06-02 06:41:34,2024-06-02 08:14:30,1.5488,2.0,0,-0.2256
TASK0277,Performance Review,Operations,Self Assessment,1,5,EMP049,Medium,2024-03-17 10:00:00,2024-03-17 13:52:47,3.8798,3.0,1,0.2933
TASK0277,Performance Review,Operations,Peer Review,2,5,EMP004,Medium,2024-03-17 14:44:24,2024-03-17 21:56:00,7.1933,4.0,1,0.7983
TASK0277,Performance Review,Operations,Manager Evaluation,3,5,EMP039,Medium,2024-03-17 23:38:29,2024-03-18 04:26:08,4.7942,4.0,0,0.1985
TASK0277,Performance Review,Operations,HR Processing,4,5,EMP021,Medium,2024-03-18 05:32:31,2024-03-18 09:44:44,4.2037,3.0,1,0.4012
TASK0277,Performance Review,Operations,Finalization,5,5,EMP047,Medium,2024-03-18 11:16:00,2024-03-18 13:42:21,2.4393,2.0,0,0.2196
TASK0278,Budget Approval,Operations,Budget Draft,1,4,EMP025,High,2024-08-02 09:00:00,2024-08-02 14:59:56,5.999,6.0,0,-0.0002
TASK0278,Budget Approval,Operations,Finance Review,2,4,EMP038,High,2024-08-02 16:36:14,2024-08-03 02:15:50,9.6599,8.0,0,0.2075
TASK0278,Budget Approval,Operations,CFO Approval,3,4,EMP037,High,2024-08-03 03:49:33,2024-08-03 11:30:44,7.6863,8.0,0,-0.0392
TASK0278,Budget Approval,Operations,Notification,4,4,EMP022,High,2024-08-03 13:14:10,2024-08-03 14:18:39,1.0745,1.0,0,0.0745
TASK0279,Contract Review,Management,Draft Submission,1,5,EMP011,High,2024-09-16 09:00:00,2024-09-16 14:09:24,5.1567,3.0,1,0.7189
TASK0279,Contract Review,Management,Legal Review,2,5,EMP036,High,2024-09-16 15:55:03,2024-09-17 14:18:17,22.3873,16.0,1,0.3992
TASK0279,Contract Review,Management,Compliance Check,3,5,EMP007,High,2024-09-17 15:04:36,2024-09-18 06:33:36,15.4834,8.0,1,0.9354
TASK0279,Contract Review,Management,Management Approval,4,5,EMP048,High,2024-09-18 07:45:58,2024-09-18 14:00:00,6.234,4.0,1,0.5585
TASK0279,Contract Review,Management,Signing,5,5,EMP036,High,2024-09-18 14:53:17,2024-09-18 17:37:48,2.7418,2.0,1,0.3709
TASK0280,IT Support Ticket,Procurement,Ticket Raised,1,5,EMP015,Low,2024-04-23 09:00:00,2024-04-23 10:09:05,1.1516,0.5,1,1.3032
TASK0280,IT Support Ticket,Procurement,Triage,2,5,EMP020,Low,2024-04-23 11:46:04,2024-04-23 13:28:26,1.7062,1.0,1,0.7062
TASK0280,IT Support Ticket,Procurement,Assignment,3,5,EMP022,Low,2024-04-23 14:36:17,2024-04-23 16:41:47,2.0917,1.0,1,1.0917
TASK0280,IT Support Ticket,Procurement,Resolution,4,5,EMP038,Low,2024-04-23 17:45:14,2024-04-24 02:03:32,8.3048,4.0,1,1.0762
TASK0280,IT Support Ticket,Procurement,Closure,5,5,EMP008,Low,2024-04-24 03:00:00,2024-04-24 04:15:57,1.2659,0.5,1,1.5317
TASK0281,Performance Review,Finance,Self Assessment,1,5,EMP008,Critical,2024-04-09 10:00:00,2024-04-09 15:31:06,5.5185,3.0,1,0.8395
TASK0281,Performance Review,Finance,Peer Review,2,5,EMP025,Critical,2024-04-09 17:19:11,2024-04-10 00:00:21,6.6864,4.0,1,0.6716
TASK0281,Performance Review,Finance,Manager Evaluation,3,5,EMP027,Critical,2024-04-10 01:18:03,2024-04-10 09:07:11,7.8191,4.0,1,0.9548
TASK0281,Performance Review,Finance,HR Processing,4,5,EMP010,Critical,2024-04-10 09:42:03,2024-04-10 16:08:32,6.4413,3.0,1,1.1471
TASK0281,Performance Review,Finance,Finalization,5,5,EMP013,Critical,2024-04-10 16:50:54,2024-04-10 20:34:59,3.7348,2.0,1,0.8674
TASK0282,Policy Update,Management,Draft Policy,1,5,EMP012,Medium,2024-06-10 10:00:00,2024-06-11 01:13:53,15.2315,8.0,1,0.9039
TASK0282,Policy Update,Management,Stakeholder Review,2,5,EMP032,Medium,2024-06-11 02:53:59,2024-06-11 19:43:04,16.818,12.0,1,0.4015
TASK0282,Policy Update,Management,Legal Check,3,5,EMP012,Medium,2024-06-11 20:43:00,2024-06-12 08:40:44,11.9621,8.0,1,0.4953
TASK0282,Policy Update,Management,Management Approval,4,5,EMP004,Medium,2024-06-12 09:38:56,2024-06-12 16:47:06,7.1361,4.0,1,0.784
TASK0282,Policy Update,Management,Publication,5,5,EMP018,Medium,2024-06-12 17:17:31,2024-06-12 20:37:44,3.3368,2.0,1,0.6684
TASK0283,IT Support Ticket,IT,Ticket Raised,1,5,EMP040,Critical,2024-02-15 08:00:00,2024-02-15 08:20:12,0.3369,0.5,0,-0.3262
TASK0283,IT Support Ticket,IT,Triage,2,5,EMP028,Critical,2024-02-15 09:29:14,2024-02-15 10:11:43,0.7079,1.0,0,-0.2921
TASK0283,IT Support Ticket,IT,Assignment,3,5,EMP031,Critical,2024-02-15 11:18:01,2024-02-15 12:04:28,0.7742,1.0,0,-0.2258
TASK0283,IT Support Ticket,IT,Resolution,4,5,EMP003,Critical,2024-02-15 13:08:58,2024-02-15 15:54:36,2.7605,4.0,0,-0.3099
TASK0283,IT Support Ticket,IT,Closure,5,5,EMP047,Critical,2024-02-15 17:12:38,2024-02-15 17:35:41,0.3841,0.5,0,-0.2319
TASK0284,Employee Onboarding,Procurement,Document Collection,1,5,EMP001,Medium,2024-01-10 10:00:00,2024-01-10 13:14:28,3.2413,2.0,1,0.6206
TASK0284,Employee Onboarding,Procurement,HR Review,2,5,EMP016,Medium,2024-01-10 14:40:52,2024-01-10 18:33:09,3.8714,4.0,0,-0.0321
TASK0284,Employee Onboarding,Procurement,IT Setup,3,5,EMP023,Medium,2024-01-10 19:23:31,2024-01-10 23:17:25,3.8982,3.0,1,0.2994
TASK0284,Employee Onboarding,Procurement,Manager Approval,4,5,EMP007,Medium,2024-01-11 00:15:30,2024-01-11 03:21:58,3.1078,2.0,1,0.5539
TASK0284,Employee Onboarding,Procurement,Orientation,5,5,EMP038,Medium,2024-01-11 04:26:29,2024-01-11 09:17:35,4.8516,4.0,0,0.2129
TASK0285,Invoice Approval,HR,Invoice Submission,1,4,EMP047,High,2024-05-28 09:00:00,2024-05-28 10:02:49,1.0472,1.0,0,0.0472
TASK0285,Invoice Approval,HR,Finance Review,2,4,EMP034,High,2024-05-28 11:19:39,2024-05-28 21:05:51,9.77,8.0,0,0.2213
TASK0285,Invoice Approval,HR,Manager Sign-off,3,4,EMP044,High,2024-05-28 22:06:15,2024-05-29 01:35:35,3.4887,3.0,0,0.1629
TASK0285,Invoice Approval,HR,Payment Processing,4,4,EMP022,High,2024-05-29 03:35:10,2024-05-29 08:57:24,5.3705,6.0,0,-0.1049
TASK0286,Budget Approval,Procurement,Budget Draft,1,4,EMP002,Medium,2024-03-25 09:00:00,2024-03-25 21:27:43,12.4622,6.0,1,1.077
TASK0286,Budget Approval,Procurement,Finance Review,2,4,EMP047,Medium,2024-03-25 22:18:17,2024-03-26 11:29:07,13.1806,8.0,1,0.6476
TASK0286,Budget Approval,Procurement,CFO Approval,3,4,EMP014,Medium,2024-03-26 13:27:45,2024-03-27 01:23:59,11.9371,8.0,1,0.4921
TASK0286,Budget Approval,Procurement,Notification,4,4,EMP038,Medium,2024-03-27 03:00:03,2024-03-27 04:24:16,1.4037,1.0,1,0.4037
TASK0287,Invoice Approval,Procurement,Invoice Submission,1,4,EMP017,Low,2024-07-11 10:00:00,2024-07-11 11:57:15,1.9542,1.0,1,0.9542
TASK0287,Invoice Approval,Procurement,Finance Review,2,4,EMP040,Low,2024-07-11 13:36:39,2024-07-12 04:57:33,15.3481,8.0,1,0.9185
TASK0287,Invoice Approval,Procurement,Manager Sign-off,3,4,EMP004,Low,2024-07-12 05:31:55,2024-07-12 11:59:05,6.4527,3.0,1,1.1509
TASK0287,Invoice Approval,Procurement,Payment Processing,4,4,EMP042,Low,2024-07-12 13:28:39,2024-07-13 02:21:30,12.8808,6.0,1,1.1468
TASK0288,Employee Onboarding,Finance,Document Collection,1,5,EMP008,Critical,2024-08-15 09:00:00,2024-08-15 12:21:43,3.362,2.0,1,0.681
TASK0288,Employee Onboarding,Finance,HR Review,2,5,EMP031,Critical,2024-08-15 13:40:58,2024-08-15 20:59:24,7.3072,4.0,1,0.8268
TASK0288,Employee Onboarding,Finance,IT Setup,3,5,EMP014,Critical,2024-08-15 22:32:34,2024-08-16 04:46:59,6.2402,3.0,1,1.0801
TASK0288,Employee Onboarding,Finance,Manager Approval,4,5,EMP041,Critical,2024-08-16 06:19:33,2024-08-16 10:19:26,3.9981,2.0,1,0.9991
TASK0288,Employee Onboarding,Finance,Orientation,5,5,EMP027,Critical,2024-08-16 10:50:16,2024-08-16 15:33:44,4.7243,4.0,0,0.1811
TASK0289,Performance Review,Operations,Self Assessment,1,5,EMP033,Medium,2024-08-02 08:00:00,2024-08-02 09:45:40,1.7612,3.0,0,-0.4129
TASK0289,Performance Review,Operations,Peer Review,2,5,EMP008,Medium,2024-08-02 11:20:21,2024-08-02 17:02:10,5.6969,4.0,1,0.4242
TASK0289,Performance Review,Operations,Manager Evaluation,3,5,EMP007,Medium,2024-08-02 17:57:37,2024-08-02 21:26:53,3.4878,4.0,0,-0.1281
TASK0289,Performance Review,Operations,HR Processing,4,5,EMP039,Medium,2024-08-02 22:41:41,2024-08-03 02:07:58,3.4382,3.0,0,0.1461
TASK0289,Performance Review,Operations,Finalization,5,5,EMP017,Medium,2024-08-03 02:55:57,2024-08-03 04:46:15,1.8383,2.0,0,-0.0808
TASK0290,Contract Review,Procurement,Draft Submission,1,5,EMP003,Critical,2024-05-31 08:00:00,2024-05-31 10:08:56,2.1491,3.0,0,-0.2836
TASK0290,Contract Review,Procurement,Legal Review,2,5,EMP014,Critical,2024-05-31 11:28:16,2024-06-01 07:19:54,19.8606,16.0,0,0.2413
